"fase";"documento";"data";"unidadeGestora";"gestao";"favorecido";"valor";"observacaoDoc";"numeroProcesso";"elementoDespesa";"link";"real"
"PAGAMENTO";"2019NP01151";"27/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"24.591.091/0001-45 - RICARDO JOSE SANTANA SIMINEA";"12.108,60";"PAGAMENTO REF. COM CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DOS SERVIDORES DE ORGANIZACAO PLANEJAMENTO PROMOCAO E EXECUCAO DE SERVIDORES VISANDO ATENDER AS NECESSIDADES DACONFRATENIZACAO DOS SERVIDORES DA CAMARA MUNICIPAL DE PARNAMIRIM A SER REALIZADO NOS DIAS 18/12/2019 NA ASSOCIACAO DA CO";"205/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752548&dt=20200602151947&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1Iop86dTOIDLbExur3YBxLQ4PtwyxQ%2fPHc%3d&dt=20200602151947";12108,6
"PAGAMENTO";"2019NP00638";"31/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"9.528,09";"PAGAMENTO REF. COM CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE LOCACAO DE MAO DE OBRA RM CONSTRUCAO LTDA 07/2019";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752054&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";9528,09
"PAGAMENTO";"2019NP00719";"30/08/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"19.056,22";"PAGAMENTO REF. CONTRATACAO DE EMPRESA ESPECIALIZADA EM TERCEIRIZADA DE SERVICOS DE MAO DE OBRA CAMARA MUNICIPAL DE PARNAMIRIM 08/2019";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752135&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";19056,22
"PAGAMENTO";"2019NP00819";"30/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"21.958,16";"PAGAMENTO REF. COM SERVICO EM TERCERIZACAO E LOCACAO DE MAO DE OBRA RN CONSTRUCAO";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752234&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";21958,16
"PAGAMENTO";"2019NP00924";"31/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"21.958,16";"PAGAMENTO REF. COM SERVICOS EM TERCERIZACAO DE LOCACAO DE MAO DE OBRA RM CONSTRUCAES 10/2019";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752338&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";21958,16
"PAGAMENTO";"2019NP01037";"29/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"21.958,16";"PAGAMENTO REF. A DESPESA COM SERVIÇO DE LOCAÇÃO DE MÃO DE OBRA - RM SERVIÇOS 11/2019";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752446&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";21958,16
"PAGAMENTO";"2019NP01166";"27/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"20.403.199/0001-06 - RM CONSTRUÇÕES LTDA ME";"21.958,16";"PAGAMENTO REF. COM SERVICOS DE LOCACAO DE MAO DE OBRA RM SERVICOS 12/2019";"294/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752563&dt=20200602151949&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JmMzQwmcTNWx1zpRIQVU7itA5sxyqkhyM%3d&dt=20200602151949";21958,16
"PAGAMENTO";"2019NP00014";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.974,75";"PAGAMENTO REF. COM TELEFONIA MOVEL 01/2019";"13/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751436&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2974,75
"PAGAMENTO";"2019NP00015";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"926,79";"PAGAMENTO REF. COM TELEFONIA MOVEL 01/2019";"12/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751437&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";926,79
"PAGAMENTO";"2019NP00016";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"13.437,06";"PAGAMENTO REF. COM FORNECIMENTO DE INTERNET 01/2019";"11/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751438&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";13437,06
"PAGAMENTO";"2019NP00017";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"193,69";"PAGAMENTO REF. COM TELEFONIA FIXA PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 01/2019";"10/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751439&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";193,69
"PAGAMENTO";"2019NP00018";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.311,15";"PAGAMENTO REF. COM TELEFONIA FIXA PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 01/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751440&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2311,15
"PAGAMENTO";"2019NP00026";"21/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.917,89";"PAGAMENTO REF. COM FORNECIMENTO DE INTERNET 01/2019";"17/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751448&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2917,89
"PAGAMENTO";"2019NP00071";"11/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.253,19";"PAGAMENTO REF. COM SERVICOS DE TELEFONIA FIXO 02/2019";"49/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751493&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2253,19
"PAGAMENTO";"2019NP00112";"20/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"209,19";"PAGAMENTO COM SERVICO DE TELEFONIA FIXA 02/2019";"47/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751532&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";209,19
"PAGAMENTO";"2019NP00113";"20/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.903,98";"PAGAMENTO REF. COM SERVICO DE TELEFONIA MOVEL 02/2019";"50/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751533&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2903,98
"PAGAMENTO";"2019NP00114";"20/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"881,66";"PAGAMENTO REF. COM SERVICO DE TELEFONIA MOVEL 02/2019";"51/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751534&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";881,66
"PAGAMENTO";"2019NP00121";"20/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"13.437,07";"PAGAMENTO REF. COM CONTRATACAO DE SERVICOS DE COMUNICACAO DE DADOS PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 02/2019";"54/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751541&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";13437,07
"PAGAMENTO";"2019NP00122";"20/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.917,89";"PAGAMENTO REF. COM CONTRATACAO DE SERVICOS DE COMUNICACAO DE DADOS PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 02/2019";"55/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751542&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2917,89
"PAGAMENTO";"2019NP00167";"11/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.455,76";"PAGAMENTO REF. COM SERVICOS DE TELEFONIA FIXO 03/219";"101/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751587&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2455,76
"PAGAMENTO";"2019NP00199";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.917,89";"PAGAMENTO REF. COM SERVICOS DE COMUNICACAO DE DADOS 03/2019";"100/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751618&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";2917,89
"PAGAMENTO";"2019NP00200";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"13.843,09";"PAGAMENTO REF. COM SERVICOS DE COMUNICACAO DE DADOS PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 03/2019";"103/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751619&dt=20200602151950&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151950";13843,09
"PAGAMENTO";"2019NP00201";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"206,23";"PAGAMENTO REF. COM TELEFONIA FIXA PARA ATENDER A CAMARA MUNICIPAL DE PARNAMIRIM 03/2019";"102/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751620&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";206,23
"PAGAMENTO";"2019NP00202";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"888,12";"PAGAMENTO REF. COM SERVICOS DE TELEFONIA MOVEL 03/2019";"104/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751621&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";888,12
"PAGAMENTO";"2019NP00203";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"3.263,31";"PAGAMENTO REF. COM SERVICOS DE TELEFONIA MOVEL 03/2019";"105/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751622&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";3263,31
"PAGAMENTO";"2019NP00263";"10/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.300,70";"PAGAMENTO REF. COM SERVICO DE TELEFONIA FIXA 04/2019";"160/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751680&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";2300,7
"PAGAMENTO";"2019NP00292";"22/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"13.843,09";"PAGAMENTO REF. COM SERVICOS DE COMUNICACAO DE DADOS 04/2019";"172/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751709&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";13843,09
"PAGAMENTO";"2019NP00293";"22/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"799,54";"PAGAMENTO REF. COM SERVICO DE TELEFONIA MOVEL 03/2019";"168/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751710&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";799,54
"PAGAMENTO";"2019NP00294";"22/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"33.000.118/0016-55 - TELEMAR NORTE LESTE S/A";"2.917,89";"PAGAMENTO REF. COM SERVICOS DE COMUNICACAO DE DADOS 04/2019";"171/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751711&dt=20200602151954&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1IHONsE5hbivB3VCBfu5eElq7h157yEQ3I%3d&dt=20200602151954";2917,89
